1788,7.10038680436
1789,8.10030429275
1790,9.10026601036
1791,8.90032063913
1792,8.90026016948
1793,9.0999277707
1794,9.90000936175
1795,9.76160236926
1796,8.09996203567
1797,10.0998860489
1798,8.09976789168
1799,9.09981061426
1800,8.09997373048
1801,9.16548566209
1802,4.10026471515
1803,10.0994758332
1804,7.90030482784
1805,9.90029340456
1806,4.10026594258
1807,8.10006118256
1808,9.89994425795
1809,9.8999173696
1810,9.10023621506
1811,10.9002322834
1812,9.46332139116
1814,8.10000646668
1815,3.10033581556
1816,8.25636763971
1817,8.64799778872
1818,7.89998887604
1819,8.10031501891
1820,4.34863493641
1821,9.73571587241
1822,3.09997387896
1823,9.09966521918
1824,9.89987816103
1825,10.8999906162
1826,8.09987831657
1827,9.09995371717
1828,3.89995373744
1829,9.24693025102
1830,8.10022372159
1831,9.89974307945
1832,8.89996275074
1833,8.89994148971
1834,10.7918361271
1835,7.90002078267
1836,8.10042512702
1837,8.9277465184
1838,10.2844107957
1839,9.09976585004
1840,9.900206033
1841,8.78108827405
1842,11.2177029367
1843,8.10018746292
1844,8.9002328467
1845,9.09998367882
1846,3.10033581556
1847,8.09987831657
1848,8.09999929401
1849,8.90032063913
1850,8.10029790588
1851,10.9002322834
1852,8.099716991
1853,8.31565083817
1854,8.099716991
1855,3.09997621191
1856,4.10026594258
1857,4.09952009581
1858,8.10022372159
1859,9.46778589009
1860,10.5823326835
1861,9.09970549198
1862,10.1003326892
1863,9.8999173696
1864,8.09975844658
1865,9.89999363144
1866,6.09999048728
1867,10.9002255485
1868,7.09994586637
1869,9.91965949818
1870,9.70565864081
1871,8.89996275074
1872,6.55180335765
1873,8.09976574613
1874,8.10030429275
1875,9.87328486695
1876,10.7895294405
1877,8.89999952952
1878,8.10019646864
1879,10.1002521015
1880,8.64392247449
1881,8.10029790588
1882,2.09995342486
1883,8.77199132042
1884,10.5030469176
1885,8.90037938758
1886,9.09948912145
1887,6.89992053949
1888,8.89996275074
1889,9.21206559633
1890,8.09950054208
1891,9.10000066519
1892,10.099988904
1893,9.900206033
1894,8.09999722086
1895,8.83637566457
1896,7.0993817263
1897,10.0997298359
1898,8.09976789168
1899,9.89997326408
1900,3.09994254477
1901,6.89992053949
1902,9.90000607151
1903,8.10042512702
1904,4.10037606901
1905,10.5030469176
1906,3.1001692886
1907,8.89989260988
1908,10.8342788806
1909,7.83583963853
1910,10.8340318005
1911,9.90000202765
1912,8.099716991
1913,10.9002322834
1914,8.10021785174
1915,8.90032063913
1916,3.09948470169
1917,8.10045878427
1918,3.09999156318
1919,8.32186217597
1920,8.89996665719
1921,8.09952618234
1922,8.90003587464
1923,8.89962970537
1924,8.1000082107
1925,9.90000661827
1926,3.09964723119
1927,10.1002521015
1929,3.10033581556
1930,9.77110668668
1931,3.09981572754
1932,3.09997621191
1933,9.10018936009
1934,8.90026016948
1935,9.90029340456
1936,4.09963799871
1937,9.10000914424
1938,8.89999489821
1939,10.1004313308
1940,9.89987816103
1941,9.93372639284
1942,3.10046241228
1943,7.89950052521
1944,3.09964723119
1945,8.03414333754
